id_grupo,id_materia,p1,p2,p3,o,pf,e1,e2,esp,matricula_hash
2941,13518,10.0,8.6,9.0,10.0,9.6,-10.0,-10.0,-10.0,d24c3aaa57dd92c5217d70f1632795c9f349a5bdfd691eba861cb2c72b9e8bed
2941,13518,9.5,7.6,8.0,10.0,9.2,-10.0,-10.0,-10.0,bb613cb183874251b855716e2da4185767ef108dbf0b5411568dc91b0741e657
2941,13518,8.5,8.4,10.0,10.0,9.5,-10.0,-10.0,-10.0,3f40c4879481606a06f54e97591f0acb063edfc03c8ab4d33c6c69b3ce1e1796
2941,13518,8.5,5.0,8.0,10.0,8.6,-10.0,-10.0,-10.0,da7507d819cb32e5ff1ae43e5ee9e4a89b20b762f2103f7eeea0895076b2b775
2941,13518,7.5,8.8,10.0,10.0,9.4,-10.0,-10.0,-10.0,81720ebe47c14cea8acceed72814ea4d0db714007c2768ed53255a562484bbf6
2941,13518,5.5,8.8,8.0,10.0,8.7,-10.0,-10.0,-10.0,2ae06cf827e015b4bfb470ba2f235682faaa081bf06a1c02ba811a4adf4aa3a4
2941,13518,9.0,9.0,10.0,10.0,9.7,-10.0,-10.0,-10.0,c5ccface4fcc90a2f651aa83d104d23cb999cc9c554ce200259f964eba16179f
2941,13518,7.5,8.6,9.0,10.0,9.2,-10.0,-10.0,-10.0,0a3c765bb4746ad51a3cd3a3775b8df8c1fa81e1bcfedfd82aaad0407a997630
2941,13518,4.0,7.6,8.0,10.0,8.3,-10.0,-10.0,-10.0,ac7de3b163838ae25969933f30f6f787df41216466e931c79307c9b9b9417b0d
2941,13518,9.5,8.8,8.0,10.0,9.4,-10.0,-10.0,-10.0,8199fc9fdf5877281b1f7a7273887225829a66401f7f26d365281fb78e8109e0
2941,13518,4.5,8.6,9.0,10.0,8.7,-10.0,-10.0,-10.0,1f7009a2b29080f5df719241e83e0bae704253cda61814bcc070481bc94145e4
2941,13518,9.0,8.6,9.0,10.0,9.5,-10.0,-10.0,-10.0,cef3449e05793dddb38662c6f7a232e05b24d3bec0805aa96432fe13ba0957ad
2941,13518,9.5,8.6,9.0,10.0,9.5,-10.0,-10.0,-10.0,a6476f8b45ce436a6983798c01604a35d426cf625cef5346a1fa9fd507502179
2941,13518,9.0,8.6,8.0,10.0,9.3,-10.0,-10.0,-10.0,1345a0b91fefb9eeaf610740bc0fac2fcaa9918872da5a9568eab0632c37d9ea
2941,13518,6.5,8.8,8.0,10.0,8.9,-10.0,-10.0,-10.0,b645103cabf5b95f940798567292cc1acc1d5445739b4601cab16d252205adad
2941,13518,6.5,8.0,10.0,10.0,9.1,-10.0,-10.0,-10.0,06b3b3267b1be03f4cb2e883b0f772f2a05a9bce88d57ff035fd87b931f26d49
2941,13518,9.0,8.6,9.0,10.0,9.5,-10.0,-10.0,-10.0,4bc60aa8bd708c481311832a7ab75d515b902c50ac814fbb9edc2006297a575d
2941,13518,5.0,8.6,10.0,10.0,9.0,-10.0,-10.0,-10.0,aeb936b65a96c0782cb2d404b1af114e87f138a45744536364e2b15bf87e0d64
2941,13518,9.0,9.0,9.0,10.0,9.5,-10.0,-10.0,-10.0,b48179ee33bc123b41e80596dc64c2ab1d86016867be12f7acfc75bbaa3e667a
2941,13518,9.5,9.0,8.0,10.0,9.4,-10.0,-10.0,-10.0,5520a036c9fd586aa34db11bedc6b35c6438440873139998258a93cd58266b99
2941,13519,9.6,10.0,9.4,10.0,9.9,-10.0,-10.0,-10.0,d24c3aaa57dd92c5217d70f1632795c9f349a5bdfd691eba861cb2c72b9e8bed
2941,13519,8.7,10.0,9.4,9.2,9.3,-10.0,-10.0,-10.0,bb613cb183874251b855716e2da4185767ef108dbf0b5411568dc91b0741e657
2941,13519,9.1,10.0,9.1,10.0,9.7,-10.0,-10.0,-10.0,3f40c4879481606a06f54e97591f0acb063edfc03c8ab4d33c6c69b3ce1e1796
2941,13519,7.4,9.0,7.7,9.6,8.8,-10.0,-10.0,-10.0,da7507d819cb32e5ff1ae43e5ee9e4a89b20b762f2103f7eeea0895076b2b775
2941,13519,7.2,10.0,8.3,9.5,9.0,-10.0,-10.0,-10.0,81720ebe47c14cea8acceed72814ea4d0db714007c2768ed53255a562484bbf6
2941,13519,8.7,10.0,7.7,8.5,8.7,-10.0,-10.0,-10.0,2ae06cf827e015b4bfb470ba2f235682faaa081bf06a1c02ba811a4adf4aa3a4
2941,13519,6.9,10.0,7.9,10.0,9.2,-10.0,-10.0,-10.0,c5ccface4fcc90a2f651aa83d104d23cb999cc9c554ce200259f964eba16179f
2941,13519,7.8,10.0,9.1,10.0,9.5,-10.0,-10.0,-10.0,0a3c765bb4746ad51a3cd3a3775b8df8c1fa81e1bcfedfd82aaad0407a997630
2941,13519,9.1,10.0,9.4,10.0,9.8,-10.0,-10.0,-10.0,ac7de3b163838ae25969933f30f6f787df41216466e931c79307c9b9b9417b0d
2941,13519,8.9,10.0,6.5,8.5,8.5,-10.0,-10.0,-10.0,8199fc9fdf5877281b1f7a7273887225829a66401f7f26d365281fb78e8109e0
2941,13519,9.1,10.0,9.3,10.0,9.8,-10.0,-10.0,-10.0,1f7009a2b29080f5df719241e83e0bae704253cda61814bcc070481bc94145e4
2941,13519,6.7,10.0,8.4,10.0,9.2,-10.0,-10.0,-10.0,cef3449e05793dddb38662c6f7a232e05b24d3bec0805aa96432fe13ba0957ad
2941,13519,6.9,10.0,7.4,10.0,9.1,-10.0,-10.0,-10.0,a6476f8b45ce436a6983798c01604a35d426cf625cef5346a1fa9fd507502179
2941,13519,9.6,10.0,9.4,10.0,9.9,-10.0,-10.0,-10.0,1345a0b91fefb9eeaf610740bc0fac2fcaa9918872da5a9568eab0632c37d9ea
2941,13519,8.3,10.0,8.4,9.3,9.1,-10.0,-10.0,-10.0,b645103cabf5b95f940798567292cc1acc1d5445739b4601cab16d252205adad
2941,13519,7.6,10.0,7.2,10.0,9.2,-10.0,-10.0,-10.0,06b3b3267b1be03f4cb2e883b0f772f2a05a9bce88d57ff035fd87b931f26d49
2941,13519,8.9,10.0,9.0,10.0,9.7,-10.0,-10.0,-10.0,4bc60aa8bd708c481311832a7ab75d515b902c50ac814fbb9edc2006297a575d
2941,13519,9.3,10.0,10.0,10.0,9.9,-10.0,-10.0,-10.0,aeb936b65a96c0782cb2d404b1af114e87f138a45744536364e2b15bf87e0d64
2941,13519,8.0,10.0,7.1,10.0,9.2,-10.0,-10.0,-10.0,b48179ee33bc123b41e80596dc64c2ab1d86016867be12f7acfc75bbaa3e667a
2941,13519,9.2,10.0,7.7,9.6,9.3,-10.0,-10.0,-10.0,5520a036c9fd586aa34db11bedc6b35c6438440873139998258a93cd58266b99
2941,13520,7.0,7.0,10.0,9.0,8.5,-10.0,-10.0,-10.0,d24c3aaa57dd92c5217d70f1632795c9f349a5bdfd691eba861cb2c72b9e8bed
2941,13520,6.5,7.0,10.0,10.0,8.9,-10.0,-10.0,-10.0,bb613cb183874251b855716e2da4185767ef108dbf0b5411568dc91b0741e657
2941,13520,4.0,9.0,10.0,10.0,8.9,-10.0,-10.0,-10.0,3f40c4879481606a06f54e97591f0acb063edfc03c8ab4d33c6c69b3ce1e1796
2941,13520,7.0,7.0,10.0,9.0,8.5,-10.0,-10.0,-10.0,da7507d819cb32e5ff1ae43e5ee9e4a89b20b762f2103f7eeea0895076b2b775
2941,13520,6.0,8.0,10.0,10.0,9.0,-10.0,-10.0,-10.0,81720ebe47c14cea8acceed72814ea4d0db714007c2768ed53255a562484bbf6
2941,13520,4.0,6.0,10.0,9.0,7.9,-10.0,-10.0,-10.0,2ae06cf827e015b4bfb470ba2f235682faaa081bf06a1c02ba811a4adf4aa3a4
2941,13520,9.5,8.0,7.0,8.5,8.4,-10.0,-10.0,-10.0,c5ccface4fcc90a2f651aa83d104d23cb999cc9c554ce200259f964eba16179f
2941,13520,9.0,9.0,10.0,10.0,9.7,-10.0,-10.0,-10.0,0a3c765bb4746ad51a3cd3a3775b8df8c1fa81e1bcfedfd82aaad0407a997630
2941,13520,4.0,9.0,10.0,10.0,8.9,-10.0,-10.0,-10.0,ac7de3b163838ae25969933f30f6f787df41216466e931c79307c9b9b9417b0d
2941,13520,6.0,6.0,8.0,10.0,8.4,-10.0,-10.0,-10.0,8199fc9fdf5877281b1f7a7273887225829a66401f7f26d365281fb78e8109e0
2941,13520,10.0,6.0,7.0,9.0,8.4,-10.0,-10.0,-10.0,1f7009a2b29080f5df719241e83e0bae704253cda61814bcc070481bc94145e4
2941,13520,10.0,7.0,10.0,9.0,9.0,-10.0,-10.0,-10.0,cef3449e05793dddb38662c6f7a232e05b24d3bec0805aa96432fe13ba0957ad
2941,13520,6.5,6.0,8.0,10.0,8.4,-10.0,-10.0,-10.0,a6476f8b45ce436a6983798c01604a35d426cf625cef5346a1fa9fd507502179
2941,13520,8.0,8.0,6.0,10.0,8.7,-10.0,-10.0,-10.0,1345a0b91fefb9eeaf610740bc0fac2fcaa9918872da5a9568eab0632c37d9ea
2941,13520,7.0,9.0,6.0,10.0,8.7,-10.0,-10.0,-10.0,b645103cabf5b95f940798567292cc1acc1d5445739b4601cab16d252205adad
2941,13520,7.0,10.0,9.0,10.0,9.4,-10.0,-10.0,-10.0,06b3b3267b1be03f4cb2e883b0f772f2a05a9bce88d57ff035fd87b931f26d49
2941,13520,6.0,6.0,10.0,9.0,8.2,-10.0,-10.0,-10.0,4bc60aa8bd708c481311832a7ab75d515b902c50ac814fbb9edc2006297a575d
2941,13520,4.0,9.0,10.0,10.0,8.9,-10.0,-10.0,-10.0,aeb936b65a96c0782cb2d404b1af114e87f138a45744536364e2b15bf87e0d64
2941,13520,5.5,8.0,7.0,10.0,8.4,-10.0,-10.0,-10.0,b48179ee33bc123b41e80596dc64c2ab1d86016867be12f7acfc75bbaa3e667a
2941,13520,5.0,6.0,7.0,10.0,8.0,-10.0,-10.0,-10.0,5520a036c9fd586aa34db11bedc6b35c6438440873139998258a93cd58266b99
2941,13521,9.2,10.0,10.0,9.8,9.8,-10.0,-10.0,-10.0,d24c3aaa57dd92c5217d70f1632795c9f349a5bdfd691eba861cb2c72b9e8bed
2941,13521,8.8,5.1,4.1,10.0,8.0,-10.0,-10.0,-10.0,bb613cb183874251b855716e2da4185767ef108dbf0b5411568dc91b0741e657
2941,13521,9.7,8.4,9.7,9.3,9.3,-10.0,-10.0,-10.0,3f40c4879481606a06f54e97591f0acb063edfc03c8ab4d33c6c69b3ce1e1796
2941,13521,3.3,7.6,4.7,6.8,6.0,-10.0,-10.0,-10.0,e28e6f7420b6977b86cc44404b78e23b8a4ad8eaa8f1a65d6d2da25974f44ad6
2941,13521,4.1,1.5,5.9,7.0,5.4,7.0,-10.0,-10.0,78978761b88d69fb87acb7e853f3a825c61c1ee82ae27a502507ea8517315eef
2941,13521,7.3,3.8,4.3,7.8,6.5,-10.0,-10.0,-10.0,da7507d819cb32e5ff1ae43e5ee9e4a89b20b762f2103f7eeea0895076b2b775
2941,13521,7.3,9.8,7.6,8.2,8.2,-10.0,-10.0,-10.0,81720ebe47c14cea8acceed72814ea4d0db714007c2768ed53255a562484bbf6
2941,13521,5.5,4.1,4.5,4.5,4.6,6.0,-10.0,-10.0,2ae06cf827e015b4bfb470ba2f235682faaa081bf06a1c02ba811a4adf4aa3a4
2941,13521,8.7,4.8,8.2,7.2,7.2,-10.0,-10.0,-10.0,c5ccface4fcc90a2f651aa83d104d23cb999cc9c554ce200259f964eba16179f
2941,13521,8.9,9.3,9.0,9.1,9.1,-10.0,-10.0,-10.0,0a3c765bb4746ad51a3cd3a3775b8df8c1fa81e1bcfedfd82aaad0407a997630
2941,13521,7.5,4.2,8.1,7.0,6.8,-10.0,-10.0,-10.0,ac7de3b163838ae25969933f30f6f787df41216466e931c79307c9b9b9417b0d
2941,13521,7.4,4.9,7.3,6.4,6.5,-10.0,-10.0,-10.0,8199fc9fdf5877281b1f7a7273887225829a66401f7f26d365281fb78e8109e0
2941,13521,6.9,5.3,7.3,9.0,7.8,-10.0,-10.0,-10.0,1f7009a2b29080f5df719241e83e0bae704253cda61814bcc070481bc94145e4
2941,13521,6.9,4.9,9.3,7.0,7.0,-10.0,-10.0,-10.0,cef3449e05793dddb38662c6f7a232e05b24d3bec0805aa96432fe13ba0957ad
2941,13521,4.7,3.4,4.6,6.6,5.4,6.0,-10.0,-10.0,267fdeb799c387a2582f8692cfe2b223b80ebb234637b4a947d51e4934526a1b
2941,13521,5.8,4.6,3.6,8.0,6.4,-10.0,-10.0,-10.0,a6476f8b45ce436a6983798c01604a35d426cf625cef5346a1fa9fd507502179
2941,13521,6.8,7.6,9.6,8.0,8.0,-10.0,-10.0,-10.0,1345a0b91fefb9eeaf610740bc0fac2fcaa9918872da5a9568eab0632c37d9ea
2941,13521,6.7,4.3,4.8,8.5,6.9,-10.0,-10.0,-10.0,b645103cabf5b95f940798567292cc1acc1d5445739b4601cab16d252205adad
2941,13521,4.6,4.1,4.9,5.0,4.8,7.0,-10.0,-10.0,06b3b3267b1be03f4cb2e883b0f772f2a05a9bce88d57ff035fd87b931f26d49
2941,13521,3.9,3.8,3.2,2.3,3.0,6.5,-10.0,-10.0,9af839dd34fdb30a790aa638e396855a129b00c2c109f0742c8ffb5a936bdd66
2941,13521,7.4,8.0,7.6,7.6,7.7,-10.0,-10.0,-10.0,4bc60aa8bd708c481311832a7ab75d515b902c50ac814fbb9edc2006297a575d
2941,13521,6.5,7.9,5.8,7.5,7.1,-10.0,-10.0,-10.0,aeb936b65a96c0782cb2d404b1af114e87f138a45744536364e2b15bf87e0d64
2941,13521,8.5,4.8,3.6,7.0,6.3,-10.0,-10.0,-10.0,b48179ee33bc123b41e80596dc64c2ab1d86016867be12f7acfc75bbaa3e667a
2941,13521,5.7,4.5,3.9,9.3,7.0,-10.0,-10.0,-10.0,5520a036c9fd586aa34db11bedc6b35c6438440873139998258a93cd58266b99
2941,13522,9.6,8.8,8.8,8.4,8.8,-10.0,-10.0,-10.0,d24c3aaa57dd92c5217d70f1632795c9f349a5bdfd691eba861cb2c72b9e8bed
2941,13522,9.7,6.6,6.6,6.2,6.9,-10.0,-10.0,-10.0,bb613cb183874251b855716e2da4185767ef108dbf0b5411568dc91b0741e657
