id_grupo,id_materia,p1,p2,p3,o,pf,e1,e2,esp,matricula_hash
2417,11157,8.8,7.4,9.6,9.5,9.0,-10.0,-10.0,-10.0,d24c3aaa57dd92c5217d70f1632795c9f349a5bdfd691eba861cb2c72b9e8bed
2417,11157,-5.0,-5.0,-5.0,-5.0,0.0,-10.0,-10.0,-10.0,e04d9dad833a15020b537019343abbef7b20b649efec7a6be65b89ee64862351
2417,11157,5.5,1.9,5.4,5.5,4.8,7.2,-10.0,-10.0,6f57bf2b7fd53a3dd104a8266b0bf005a9bd9463ad69df01ecdf1fc2b5d5adc3
2417,11157,1.1,3.7,4.4,1.0,2.0,3.2,6.0,-10.0,db0e56858ec0c6f970d8e856966017e938699122eaad590f83fc42b4dc8ea3a6
2417,11157,7.2,3.5,5.6,7.0,6.2,-10.0,-10.0,-10.0,da7507d819cb32e5ff1ae43e5ee9e4a89b20b762f2103f7eeea0895076b2b775
2417,11157,4.9,4.6,4.2,3.9,4.2,6.0,-10.0,-10.0,047f2b0ac80ce76a0aa66297ea1609e954badcce706e6aca9c3db024e40c8681
2417,11157,5.1,5.9,7.4,6.1,6.1,-10.0,-10.0,-10.0,3dce30ab004cbe450f5a4964ed4875259b10356bdb33493322254b2c444b1367
2417,11157,10.0,6.4,7.7,6.6,7.3,-10.0,-10.0,-10.0,81720ebe47c14cea8acceed72814ea4d0db714007c2768ed53255a562484bbf6
2417,11157,7.6,7.0,9.0,7.1,7.4,-10.0,-10.0,-10.0,68cc35ee1b1bca4b4d54242d6e0435763007f317e44ac35cf4644b44e72aa771
2417,11157,6.0,5.3,6.1,0.7,3.2,3.7,5.0,-10.0,a42642e027aa9663271512a7b2f20695b2a5015095f3bb959b5016fe578f1fd1
2417,11157,8.6,7.0,9.2,6.3,7.2,-10.0,-10.0,-10.0,0a3c765bb4746ad51a3cd3a3775b8df8c1fa81e1bcfedfd82aaad0407a997630
2417,11157,3.4,3.0,8.0,4.6,4.7,7.7,-10.0,-10.0,947b218fef54e0b17eee80a8eda9285e49643b1c8bb1d57734704f73328ff622
2417,11157,7.7,8.6,8.5,4.7,6.4,-10.0,-10.0,-10.0,3888b914d11bc481511b821315a480f8b58becc4125d473e8bec6c821ada78e5
2417,11157,7.5,8.5,8.5,8.7,8.4,-10.0,-10.0,-10.0,cef3449e05793dddb38662c6f7a232e05b24d3bec0805aa96432fe13ba0957ad
2417,11157,8.2,6.1,7.8,4.8,6.0,-10.0,-10.0,-10.0,a6476f8b45ce436a6983798c01604a35d426cf625cef5346a1fa9fd507502179
2417,11157,5.5,3.5,5.2,7.6,6.1,-10.0,-10.0,-10.0,bd07d96ddff8f21a60ab91d04cabb41ab355e1c4d31f52d0f528ed8781dd5edb
2417,11157,9.8,8.2,8.3,8.4,8.5,-10.0,-10.0,-10.0,60001c6a1067b9d72122ada35ddfaa93f05ea2f57df4ce58f9d1700544106dfd
2417,11157,8.8,9.2,9.7,9.7,9.4,-10.0,-10.0,-10.0,4bc60aa8bd708c481311832a7ab75d515b902c50ac814fbb9edc2006297a575d
2417,11157,5.4,1.8,2.5,1.4,2.3,4.7,3.9,-10.0,73cfe3211767d01d8ce8c78db887d68f93ff71ced1897a2a56917b15f511e68c
2417,11157,7.1,7.1,7.1,7.2,7.1,-10.0,-10.0,-10.0,b48179ee33bc123b41e80596dc64c2ab1d86016867be12f7acfc75bbaa3e667a
2417,11157,2.3,2.0,3.5,0.5,1.5,-8.0,0.0,-10.0,cba9e3ad613baa707606d50c4db62723a3c582042ef0c6563147fcec5acdfd38
2417,11158,8.0,8.2,6.5,6.0,6.7,-10.0,-10.0,-10.0,d24c3aaa57dd92c5217d70f1632795c9f349a5bdfd691eba861cb2c72b9e8bed
2417,11158,1.0,0.8,1.0,0.0,0.4,0.6,0.0,-10.0,6f57bf2b7fd53a3dd104a8266b0bf005a9bd9463ad69df01ecdf1fc2b5d5adc3
2417,11158,0.0,-5.0,-5.0,-5.0,0.0,-5.0,-5.0,-10.0,db0e56858ec0c6f970d8e856966017e938699122eaad590f83fc42b4dc8ea3a6
2417,11158,1.0,3.0,1.3,2.3,2.0,1.0,1.0,-10.0,da7507d819cb32e5ff1ae43e5ee9e4a89b20b762f2103f7eeea0895076b2b775
2417,11158,3.7,4.3,4.8,7.8,6.0,-10.0,-10.0,-10.0,81720ebe47c14cea8acceed72814ea4d0db714007c2768ed53255a562484bbf6
2417,11158,1.5,4.5,1.0,3.3,2.8,1.7,7.5,-10.0,68cc35ee1b1bca4b4d54242d6e0435763007f317e44ac35cf4644b44e72aa771
2417,11158,1.0,1.7,3.5,2.5,2.2,4.0,4.8,-10.0,a42642e027aa9663271512a7b2f20695b2a5015095f3bb959b5016fe578f1fd1
2417,11158,1.8,6.5,2.5,3.4,3.5,5.3,3.0,-10.0,0a3c765bb4746ad51a3cd3a3775b8df8c1fa81e1bcfedfd82aaad0407a997630
2417,11158,1.0,2.0,1.0,1.5,1.4,0.0,1.0,-10.0,3888b914d11bc481511b821315a480f8b58becc4125d473e8bec6c821ada78e5
2417,11158,4.2,7.4,5.1,4.8,5.1,3.3,2.0,-10.0,cef3449e05793dddb38662c6f7a232e05b24d3bec0805aa96432fe13ba0957ad
2417,11158,1.0,2.0,2.0,6.0,3.8,4.4,2.3,-10.0,a6476f8b45ce436a6983798c01604a35d426cf625cef5346a1fa9fd507502179
2417,11158,0.5,2.5,1.7,1.0,1.2,1.0,3.5,-10.0,bd07d96ddff8f21a60ab91d04cabb41ab355e1c4d31f52d0f528ed8781dd5edb
2417,11158,4.0,7.3,8.8,9.0,7.8,-10.0,-10.0,-10.0,60001c6a1067b9d72122ada35ddfaa93f05ea2f57df4ce58f9d1700544106dfd
2417,11158,8.5,8.0,7.7,8.4,8.2,-10.0,-10.0,-10.0,4bc60aa8bd708c481311832a7ab75d515b902c50ac814fbb9edc2006297a575d
2417,11158,6.0,9.1,7.8,8.0,7.8,-10.0,-10.0,-10.0,b48179ee33bc123b41e80596dc64c2ab1d86016867be12f7acfc75bbaa3e667a
2417,11159,9.8,7.2,7.0,6.0,7.0,-10.0,-10.0,-10.0,d24c3aaa57dd92c5217d70f1632795c9f349a5bdfd691eba861cb2c72b9e8bed
2417,11159,-5.0,-5.0,-5.0,-5.0,0.0,-10.0,-10.0,-10.0,e04d9dad833a15020b537019343abbef7b20b649efec7a6be65b89ee64862351
2417,11159,8.7,6.0,6.0,5.5,6.2,-10.0,-10.0,-10.0,6f57bf2b7fd53a3dd104a8266b0bf005a9bd9463ad69df01ecdf1fc2b5d5adc3
2417,11159,7.3,6.0,5.0,7.0,6.5,-10.0,-10.0,-10.0,db0e56858ec0c6f970d8e856966017e938699122eaad590f83fc42b4dc8ea3a6
2417,11159,8.7,7.0,5.0,8.0,7.4,-10.0,-10.0,-10.0,da7507d819cb32e5ff1ae43e5ee9e4a89b20b762f2103f7eeea0895076b2b775
2417,11159,7.7,7.2,6.0,10.0,8.4,-10.0,-10.0,-10.0,047f2b0ac80ce76a0aa66297ea1609e954badcce706e6aca9c3db024e40c8681
2417,11159,9.0,8.0,8.0,6.0,7.1,-10.0,-10.0,-10.0,3dce30ab004cbe450f5a4964ed4875259b10356bdb33493322254b2c444b1367
2417,11159,10.0,8.8,9.0,7.0,8.1,-10.0,-10.0,-10.0,81720ebe47c14cea8acceed72814ea4d0db714007c2768ed53255a562484bbf6
2417,11159,8.5,7.8,5.0,7.0,7.0,-10.0,-10.0,-10.0,68cc35ee1b1bca4b4d54242d6e0435763007f317e44ac35cf4644b44e72aa771
2417,11159,9.0,6.0,6.0,10.0,8.5,-10.0,-10.0,-10.0,a42642e027aa9663271512a7b2f20695b2a5015095f3bb959b5016fe578f1fd1
2417,11159,10.0,7.4,8.0,6.0,7.2,-10.0,-10.0,-10.0,0a3c765bb4746ad51a3cd3a3775b8df8c1fa81e1bcfedfd82aaad0407a997630
2417,11159,6.0,-5.0,10.0,6.7,6.0,-10.0,-10.0,-10.0,9b4c55921e24011c199b872655498c759d30e13945f5363a41d69bdf4c91eb42
2417,11159,9.7,9.0,9.0,8.0,8.6,-10.0,-10.0,-10.0,947b218fef54e0b17eee80a8eda9285e49643b1c8bb1d57734704f73328ff622
2417,11159,7.9,8.0,9.0,8.0,8.1,-10.0,-10.0,-10.0,3888b914d11bc481511b821315a480f8b58becc4125d473e8bec6c821ada78e5
2417,11159,9.0,7.5,9.0,8.0,8.2,-10.0,-10.0,-10.0,cef3449e05793dddb38662c6f7a232e05b24d3bec0805aa96432fe13ba0957ad
2417,11159,9.5,10.0,9.0,8.0,8.7,-10.0,-10.0,-10.0,a6476f8b45ce436a6983798c01604a35d426cf625cef5346a1fa9fd507502179
2417,11159,8.7,7.8,5.0,7.0,7.0,-10.0,-10.0,-10.0,bd07d96ddff8f21a60ab91d04cabb41ab355e1c4d31f52d0f528ed8781dd5edb
2417,11159,8.9,9.0,10.0,8.0,8.6,-10.0,-10.0,-10.0,60001c6a1067b9d72122ada35ddfaa93f05ea2f57df4ce58f9d1700544106dfd
2417,11159,6.0,8.2,5.0,9.0,7.7,-10.0,-10.0,-10.0,e773577d545122139dc8168ba7ea33af910be704e1446616282aca419ad4c4e6
2417,11159,9.0,8.5,5.0,6.0,6.7,-10.0,-10.0,-10.0,4bc60aa8bd708c481311832a7ab75d515b902c50ac814fbb9edc2006297a575d
2417,11159,9.9,9.0,7.0,8.0,8.3,-10.0,-10.0,-10.0,73cfe3211767d01d8ce8c78db887d68f93ff71ced1897a2a56917b15f511e68c
2417,11159,9.5,10.0,9.0,7.0,8.2,-10.0,-10.0,-10.0,b48179ee33bc123b41e80596dc64c2ab1d86016867be12f7acfc75bbaa3e667a
2417,11159,9.2,6.0,5.0,10.0,8.3,-10.0,-10.0,-10.0,cba9e3ad613baa707606d50c4db62723a3c582042ef0c6563147fcec5acdfd38
2417,11160,9.8,10.0,9.0,10.0,9.8,-10.0,-10.0,-10.0,d24c3aaa57dd92c5217d70f1632795c9f349a5bdfd691eba861cb2c72b9e8bed
2417,11160,8.0,5.0,2.7,6.8,6.0,-10.0,-10.0,-10.0,6f57bf2b7fd53a3dd104a8266b0bf005a9bd9463ad69df01ecdf1fc2b5d5adc3
2417,11160,5.0,-5.0,-5.0,-5.0,0.8,6.0,-10.0,-10.0,db0e56858ec0c6f970d8e856966017e938699122eaad590f83fc42b4dc8ea3a6
2417,11160,9.8,8.0,2.5,6.4,6.5,-10.0,-10.0,-10.0,da7507d819cb32e5ff1ae43e5ee9e4a89b20b762f2103f7eeea0895076b2b775
2417,11160,5.0,7.0,3.0,7.4,6.2,-10.0,-10.0,-10.0,047f2b0ac80ce76a0aa66297ea1609e954badcce706e6aca9c3db024e40c8681
2417,11160,8.2,8.0,6.0,3.1,5.2,6.1,-10.0,-10.0,3dce30ab004cbe450f5a4964ed4875259b10356bdb33493322254b2c444b1367
2417,11160,8.3,6.0,5.5,8.0,7.3,-10.0,-10.0,-10.0,81720ebe47c14cea8acceed72814ea4d0db714007c2768ed53255a562484bbf6
