id_grupo,id_materia,p1,p2,p3,o,pf,e1,e2,esp,matricula_hash
1858,8569,7.2,5.7,5.0,6.3,6.1,-10.0,-10.0,-10.0,f01b9ea25b9e1d897f24b568af90d5cff878c659b486fc3bd5add0b1d033fecc
1858,8569,7.5,8.4,6.7,8.5,8.0,-10.0,-10.0,-10.0,90ebab1851879f7467e7e2a5811592615c610152158f7f21c7b682be427d218b
1858,8569,9.3,9.7,9.5,9.7,9.6,-10.0,-10.0,-10.0,dcc61436005e3cd2699090a9b6f7b53cd43be0d3611cdcf0d3be6dbbfd791018
1858,8569,6.8,7.5,6.3,7.2,7.0,-10.0,-10.0,-10.0,7307387271bf00136efa7aa5f58a1961754b3dc31f0f1cbcf630ad93dfe7910d
1858,8569,9.0,8.4,7.0,6.7,7.4,-10.0,-10.0,-10.0,d70f95f6aca551c304f81d1ba4e75163dd04e4cc9236f227e50daa43c5c68964
1858,8569,8.1,9.6,8.4,9.3,9.0,-10.0,-10.0,-10.0,6c4195ddacb24c32c6ca422a76e6c8869f346ca23ea1ac6db3c8e993f89fa1a1
1858,8569,8.5,7.6,7.5,8.4,8.1,-10.0,-10.0,-10.0,fd521bfdb8236d788eafad6845e325232278b45a40f7cfe8e25749191c93d0d5
1858,8569,6.4,8.2,8.0,7.7,7.6,-10.0,-10.0,-10.0,799daf1b8c8bff1f4e430d4046401d2486c10b6e23e05dcdc5ab632878770ea9
1858,8569,9.1,9.7,9.6,10.0,9.7,-10.0,-10.0,-10.0,b98838c64510555f420bf659067e92584e3815fbe4ba42a25889356a043a6e0f
1858,8569,8.0,6.5,6.0,8.1,7.4,-10.0,-10.0,-10.0,747d959b781b99e6b6589de131c6f2a9329335b99aedd3e2ed620fd794f94c11
1858,8569,7.1,6.4,6.5,7.4,7.0,-10.0,-10.0,-10.0,5a5e811046d179a3ca9dcd7ba43cfee7378af866e758ca34a4a9c3773e0d16cb
